city,AQI,PM2.5,PM10,SO2,NO2,CO,O3,main_pollution,time
廊坊市,103,77,108,21,36,1.3,32,PM2.5,2019-02-11 11:00:00
衡水市,140,107,127,7,17,1.0,36,PM2.5,2019-02-11 11:00:00
张家口市,25,12,18,6,6,0.6,78,—,2019-02-11 11:00:00
太原市,223,173,209,48,34,1.9,32,PM2.5,2019-02-11 11:00:00
大同市,31,14,31,17,14,0.9,58,—,2019-02-11 11:00:00
阳泉市,152,116,157,60,29,1.4,42,PM2.5,2019-02-11 11:00:00
长治市,202,152,182,33,38,5.4,47,PM2.5,2019-02-11 11:00:00
晋城市,316,266,235,15,38,5.4,45,PM2.5,2019-02-11 11:00:00
朔州市,107,58,164,47,26,0.8,54,PM10,2019-02-11 11:00:00
晋中市,162,123,163,88,26,1.6,38,PM2.5,2019-02-11 11:00:00
运城市,227,177,234,41,34,4.3,49,PM2.5,2019-02-11 11:00:00
忻州市,150,115,163,41,40,1.9,34,PM2.5,2019-02-11 11:00:00
临汾市,165,125,141,36,14,2.0,70,PM2.5,2019-02-11 11:00:00
吕梁市,103,77,114,55,27,1.4,36,PM2.5,2019-02-11 11:00:00
呼和浩特市,29,18,29,15,18,0.8,58,—,2019-02-11 11:00:00
包头市,44,27,44,29,19,0.8,54,—,2019-02-11 11:00:00
乌海市,97,43,144,63,32,1.6,38,PM10,2019-02-11 11:00:00
赤峰市,68,49,70,28,24,0.8,46,PM2.5,2019-02-11 11:00:00
通辽市,35,20,35,8,8,0.4,64,—,2019-02-11 11:00:00
鄂尔多斯市,72,27,93,19,16,0.6,65,PM10,2019-02-11 11:00:00
呼伦贝尔市,46,32,46,5,12,0.6,48,—,2019-02-11 11:00:00
巴彦淖尔市,42,18,42,22,15,0.8,52,—,2019-02-11 11:00:00
乌兰察布市,23,16,22,24,12,0.4,60,—,2019-02-11 11:00:00
兴安盟,29,19,29,5,5,0.2,69,—,2019-02-11 11:00:00
锡林郭勒盟,34,8,34,56,2,0.3,48,—,2019-02-11 11:00:00
阿拉善盟,58,34,66,8,6,0.5,86,PM10,2019-02-11 11:00:00
沈阳市,128,97,138,99,56,1.9,30,PM2.5,2019-02-11 11:00:00
大连市,69,50,68,24,19,0.9,60,PM2.5,2019-02-11 11:00:00
瓦房店市,90,52,129,50,33,1.2,52,PM10,2019-02-11 11:00:00
鞍山市,80,59,97,33,31,1.6,54,PM2.5,2019-02-11 11:00:00
抚顺市,84,62,106,57,34,1.6,46,PM2.5,2019-02-11 11:00:00
本溪市,90,67,120,96,46,2.4,29,PM2.5,2019-02-11 11:00:00
丹东市,51,34,52,26,19,1.0,50,PM10,2019-02-11 11:00:00
锦州市,128,97,143,112,44,1.6,46,PM2.5,2019-02-11 11:00:00
营口市,60,43,62,21,26,1.0,46,PM2.5,2019-02-11 11:00:00
阜新市,65,38,79,33,15,0.8,60,PM10,2019-02-11 11:00:00
辽阳市,72,52,85,31,30,1.4,46,PM2.5,2019-02-11 11:00:00
盘锦市,59,42,67,28,28,1.5,50,"PM10,PM2.5",2019-02-11 11:00:00
铁岭市,73,53,95,33,32,0.9,66,"PM10,PM2.5",2019-02-11 11:00:00
朝阳市,87,64,122,48,27,2.2,40,PM2.5,2019-02-11 11:00:00
葫芦岛市,107,80,137,62,44,1.4,52,PM2.5,2019-02-11 11:00:00
长春市,109,82,108,35,34,1.0,51,PM2.5,2019-02-11 11:00:00
吉林市,87,64,82,24,22,1.0,66,PM2.5,2019-02-11 11:00:00
四平市,92,68,102,42,23,0.8,55,PM2.5,2019-02-11 11:00:00
辽源市,226,176,216,24,19,0.8,58,PM2.5,2019-02-11 11:00:00
通化市,178,134,152,60,36,1.6,26,PM2.5,2019-02-11 11:00:00
白山市,92,68,83,44,18,1.6,46,PM2.5,2019-02-11 11:00:00
松原市,112,84,109,10,6,0.3,57,PM2.5,2019-02-11 11:00:00
白城市,33,22,33,11,4,0.2,84,—,2019-02-11 11:00:00
延边州,57,34,64,25,25,0.8,42,PM10,2019-02-11 11:00:00
哈尔滨市,280,230,282,42,52,1.6,42,PM2.5,2019-02-11 11:00:00
齐齐哈尔市,37,20,37,43,10,0.5,58,—,2019-02-11 11:00:00
鸡西市,113,85,109,8,19,0.8,63,PM2.5,2019-02-11 11:00:00
鹤岗市,67,48,61,19,20,0.7,52,PM2.5,2019-02-11 11:00:00
双鸭山市,65,44,79,15,18,1.3,57,PM10,2019-02-11 11:00:00
大庆市,42,24,42,18,21,0.4,55,—,2019-02-11 11:00:00
伊春市,40,28,38,8,20,0.7,38,—,2019-02-11 11:00:00
佳木斯市,94,70,107,19,20,0.7,52,PM2.5,2019-02-11 11:00:00
七台河市,99,74,84,17,22,0.6,65,PM2.5,2019-02-11 11:00:00
牡丹江市,160,122,177,16,33,1.0,43,PM2.5,2019-02-11 11:00:00
黑河市,26,18,26,6,6,0.5,68,—,2019-02-11 11:00:00
绥化市,192,144,162,15,16,1.0,46,PM2.5,2019-02-11 11:00:00
大兴安岭地区,71,16,92,16,7,0.4,72,PM10,2019-02-11 11:00:00
上海市,26,18,23,9,24,0.7,61,—,2019-02-11 11:00:00
南京市,42,29,39,7,18,0.7,56,—,2019-02-11 11:00:00
无锡市,49,30,49,9,18,0.8,50,—,2019-02-11 11:00:00
江阴市,62,44,52,10,24,0.8,63,PM2.5,2019-02-11 11:00:00
宜兴市,50,35,—,12,8,1.4,41,—,2019-02-11 11:00:00
徐州市,93,69,89,9,19,0.9,54,PM2.5,2019-02-11 11:00:00
常州市,58,41,50,15,18,0.6,55,PM2.5,2019-02-11 11:00:00
溧阳市,44,30,44,14,15,1.8,60,—,2019-02-11 11:00:00
金坛市,46,32,—,15,8,1.3,74,—,2019-02-11 11:00:00
苏州市,46,32,43,5,26,0.6,44,—,2019-02-11 11:00:00
常熟市,58,41,56,24,39,2.1,48,PM2.5,2019-02-11 11:00:00
张家港市,54,38,40,6,18,0.8,54,PM2.5,2019-02-11 11:00:00
昆山市,26,17,26,7,16,0.8,59,—,2019-02-11 11:00:00
吴江市,53,35,55,10,20,1.0,53,PM10,2019-02-11 11:00:00
太仓市,26,18,19,5,7,0.4,72,—,2019-02-11 11:00:00
南通市,75,55,64,8,12,0.7,76,PM2.5,2019-02-11 11:00:00
海门市,40,24,40,14,12,0.8,90,—,2019-02-11 11:00:00
连云港市,156,119,142,22,24,1.6,48,PM2.5,2019-02-11 11:00:00
淮安市,94,70,107,9,21,1.1,56,PM2.5,2019-02-11 11:00:00
盐城市,122,92,122,11,20,1.1,71,PM2.5,2019-02-11 11:00:00
扬州市,57,40,45,4,21,0.5,45,PM2.5,2019-02-11 11:00:00
镇江市,55,39,46,6,20,0.6,53,PM2.5,2019-02-11 11:00:00
句容市,72,52,56,6,12,1.1,80,PM2.5,2019-02-11 11:00:00
泰州市,87,64,79,9,18,1.0,70,PM2.5,2019-02-11 11:00:00
宿迁市,77,56,65,7,14,0.7,61,PM2.5,2019-02-11 11:00:00
杭州市,38,26,35,8,18,0.9,46,—,2019-02-11 11:00:00
富阳市,58,41,58,2,10,1.5,26,PM2.5,2019-02-11 11:00:00
临安市,52,36,50,3,8,1.3,15,PM2.5,2019-02-11 11:00:00
宁波市,23,16,20,5,18,0.7,57,—,2019-02-11 11:00:00
温州市,13,8,13,6,11,0.6,34,—,2019-02-11 11:00:00
嘉兴市,36,25,31,5,15,0.8,54,—,2019-02-11 11:00:00
湖州市,36,25,29,7,15,1.0,55,—,2019-02-11 11:00:00
诸暨市,39,27,30,2,12,0.8,53,—,2019-02-11 11:00:00
金华市,18,12,16,4,10,0.5,45,—,2019-02-11 11:00:00
义乌市,—,—,—,—,—,—,—,—,2019-02-11 11:00:00
衢州市,36,13,36,3,12,0.6,31,—,2019-02-11 11:00:00
舟山市,21,7,14,5,9,0.7,66,—,2019-02-11 11:00:00
台州市,15,9,14,3,6,0.5,46,—,2019-02-11 11:00:00
丽水市,13,9,11,5,10,0.6,41,—,2019-02-11 11:00:00
绍兴市,32,22,26,6,14,0.7,53,—,2019-02-11 11:00:00
合肥市,62,44,—,3,21,0.6,53,PM2.5,2019-02-11 11:00:00
芜湖市,42,29,—,8,15,0.6,52,—,2019-02-11 11:00:00
蚌埠市,62,44,68,6,10,0.7,58,PM2.5,2019-02-11 11:00:00
淮南市,79,58,75,6,11,0.5,60,PM2.5,2019-02-11 11:00:00
马鞍山市,52,36,32,8,21,0.8,45,PM2.5,2019-02-11 11:00:00
淮北市,95,71,76,12,17,1.0,53,PM2.5,2019-02-11 11:00:00
铜陵市,58,41,49,16,13,0.5,44,PM2.5,2019-02-11 11:00:00
安庆市,77,56,63,12,15,0.8,44,PM2.5,2019-02-11 11:00:00
黄山市,23,16,15,10,15,0.6,43,—,2019-02-11 11:00:00
滁州市,73,53,57,8,21,0.8,52,PM2.5,2019-02-11 11:00:00
阜阳市,95,71,84,5,16,0.6,59,PM2.5,2019-02-11 11:00:00
宿州市,72,52,73,5,17,0.7,53,PM2.5,2019-02-11 11:00:00
六安市,79,58,71,8,19,0.6,38,PM2.5,2019-02-11 11:00:00
亳州市,123,93,118,4,19,0.9,52,PM2.5,2019-02-11 11:00:00
池州市,55,39,44,4,21,0.5,41,PM2.5,2019-02-11 11:00:00
宣城市,53,37,—,5,21,0.4,65,PM2.5,2019-02-11 11:00:00
福州市,16,6,14,4,14,0.5,51,—,2019-02-11 11:00:00
厦门市,22,12,22,4,9,0.6,54,—,2019-02-11 11:00:00
莆田市,16,5,10,5,14,0.6,50,—,2019-02-11 11:00:00
三明市,21,11,21,8,9,0.5,6,—,2019-02-11 11:00:00
泉州市,22,15,22,8,15,0.5,50,—,2019-02-11 11:00:00
漳州市,50,30,50,3,18,0.6,42,—,2019-02-11 11:00:00
南平市,9,4,9,8,7,0.6,26,—,2019-02-11 11:00:00
龙岩市,30,13,30,8,8,0.6,6,—,2019-02-11 11:00:00
宁德市,16,10,16,7,12,0.6,45,—,2019-02-11 11:00:00
南昌市,36,25,34,6,19,0.8,42,—,2019-02-11 11:00:00
景德镇市,24,13,24,5,6,0.6,26,—,2019-02-11 11:00:00
萍乡市,50,35,45,4,7,1.4,17,—,2019-02-11 11:00:00
九江市,80,59,60,6,15,0.9,36,PM2.5,2019-02-11 11:00:00
新余市,43,30,41,26,18,0.8,38,—,2019-02-11 11:00:00
鹰潭市,52,36,—,5,6,0.6,38,PM2.5,2019-02-11 11:00:00
赣州市,16,5,14,4,10,1.1,49,—,2019-02-11 11:00:00
吉安市,32,16,32,4,8,0.6,40,—,2019-02-11 11:00:00
宜春市,29,20,26,12,14,1.1,32,—,2019-02-11 11:00:00
抚州市,46,32,44,5,7,0.7,47,—,2019-02-11 11:00:00
上饶市,31,19,31,7,7,1.3,25,—,2019-02-11 11:00:00
济南市,97,72,95,14,27,0.7,75,PM2.5,2019-02-11 11:00:00
章丘市,97,72,100,18,8,0.8,76,PM2.5,2019-02-11 11:00:00
青岛市,115,87,113,15,26,1.0,49,PM2.5,2019-02-11 11:00:00
胶州市,124,94,108,16,15,1.1,74,PM2.5,2019-02-11 11:00:00
即墨市,137,104,162,30,28,1.3,57,PM2.5,2019-02-11 11:00:00
平度市,139,106,134,26,26,1.9,50,PM2.5,2019-02-11 11:00:00
胶南市,159,121,—,14,21,1.0,68,PM2.5,2019-02-11 11:00:00
莱西市,200,150,183,40,24,1.7,48,PM2.5,2019-02-11 11:00:00
淄博市,118,89,113,20,24,1.1,68,PM2.5,2019-02-11 11:00:00
枣庄市,133,101,153,21,20,1.1,60,PM2.5,2019-02-11 11:00:00
东营市,143,109,135,57,25,1.3,52,PM2.5,2019-02-11 11:00:00
烟台市,67,47,84,20,17,0.6,60,PM10,2019-02-11 11:00:00
莱州市,110,83,153,41,28,1.7,55,PM2.5,2019-02-11 11:00:00
蓬莱市,88,65,101,18,22,1.6,62,PM2.5,2019-02-11 11:00:00
招远市,124,94,128,26,32,1.2,57,PM2.5,2019-02-11 11:00:00
潍坊市,137,104,128,19,24,1.0,56,PM2.5,2019-02-11 11:00:00
寿光市,149,114,146,—,—,—,—,PM2.5,2019-02-11 11:00:00
济宁市,95,71,93,7,12,1.0,69,PM2.5,2019-02-11 11:00:00
泰安市,108,81,125,15,20,1.0,68,PM2.5,2019-02-11 11:00:00
威海市,48,29,48,16,13,0.6,76,—,2019-02-11 11:00:00
文登市,56,26,61,18,14,0.9,76,PM10,2019-02-11 11:00:00
荣成市,37,20,37,12,16,0.8,83,—,2019-02-11 11:00:00
乳山市,58,34,65,12,20,1.2,69,PM10,2019-02-11 11:00:00
日照市,165,125,157,14,22,0.9,54,PM2.5,2019-02-11 11:00:00
莱芜市,142,108,148,23,14,1.2,81,PM2.5,2019-02-11 11:00:00
临沂市,158,120,183,20,30,1.4,40,PM2.5,2019-02-11 11:00:00
德州市,132,100,142,12,14,0.9,51,PM2.5,2019-02-11 11:00:00
聊城市,124,94,125,9,15,1.0,59,PM2.5,2019-02-11 11:00:00
滨州市,173,131,154,37,30,1.4,53,PM2.5,2019-02-11 11:00:00
菏泽市,133,101,118,9,13,1.0,62,PM2.5,2019-02-11 11:00:00
郑州市,135,103,125,17,43,1.2,40,PM2.5,2019-02-11 11:00:00
开封市,130,99,110,11,20,0.8,58,PM2.5,2019-02-11 11:00:00
洛阳市,160,122,151,18,30,1.0,31,PM2.5,2019-02-11 11:00:00
平顶山市,117,88,110,18,16,1.1,61,PM2.5,2019-02-11 11:00:00
安阳市,150,115,136,8,23,1.4,36,PM2.5,2019-02-11 11:00:00
鹤壁市,122,92,123,9,28,1.2,37,PM2.5,2019-02-11 11:00:00
新乡市,122,92,121,14,21,1.4,44,PM2.5,2019-02-11 11:00:00
焦作市,147,112,156,16,31,1.8,44,PM2.5,2019-02-11 11:00:00
濮阳市,122,92,102,9,11,1.2,52,PM2.5,2019-02-11 11:00:00
许昌市,125,95,—,8,13,1.0,61,PM2.5,2019-02-11 11:00:00
漯河市,119,90,102,7,13,0.8,61,PM2.5,2019-02-11 11:00:00
三门峡市,122,92,118,10,16,1.1,54,PM2.5,2019-02-11 11:00:00
南阳市,125,95,111,7,19,1.2,42,PM2.5,2019-02-11 11:00:00
商丘市,130,99,104,6,9,0.8,62,PM2.5,2019-02-11 11:00:00
信阳市,102,76,90,5,11,0.7,68,PM2.5,2019-02-11 11:00:00
周口市,114,86,104,8,11,1.0,65,PM2.5,2019-02-11 11:00:00
驻马店市,105,79,106,5,10,0.7,65,PM2.5,2019-02-11 11:00:00
武汉市,103,77,80,5,34,0.9,29,PM2.5,2019-02-11 11:00:00
黄石市,77,56,90,7,21,1.1,29,PM2.5,2019-02-11 11:00:00
十堰市,84,62,86,47,26,1.2,32,PM2.5,2019-02-11 11:00:00
宜昌市,122,92,112,6,24,1.0,30,PM2.5,2019-02-11 11:00:00
襄阳市,122,92,111,11,14,1.2,50,PM2.5,2019-02-11 11:00:00
鄂州市,94,70,95,9,23,1.1,33,PM2.5,2019-02-11 11:00:00
荆门市,112,84,84,7,21,0.9,44,PM2.5,2019-02-11 11:00:00
孝感市,102,76,104,8,20,1.2,34,PM2.5,2019-02-11 11:00:00
荆州市,74,54,95,8,24,0.9,32,PM2.5,2019-02-11 11:00:00
黄冈市,87,64,90,3,24,1.0,34,PM2.5,2019-02-11 11:00:00
咸宁市,89,66,65,3,16,1.0,32,PM2.5,2019-02-11 11:00:00
随州市,99,74,105,7,18,1.1,42,PM2.5,2019-02-11 11:00:00
恩施州,23,16,23,4,12,0.6,19,—,2019-02-11 11:00:00
长沙市,102,76,—,4,19,1.0,29,PM2.5,2019-02-11 11:00:00
株洲市,95,71,76,6,17,0.7,26,PM2.5,2019-02-11 11:00:00
湘潭市,117,88,96,11,15,1.0,27,PM2.5,2019-02-11 11:00:00
衡阳市,82,60,63,7,24,1.2,22,PM2.5,2019-02-11 11:00:00
邵阳市,36,25,—,6,16,1.1,30,—,2019-02-11 11:00:00
岳阳市,85,63,70,5,22,1.1,31,PM2.5,2019-02-11 11:00:00
常德市,103,77,79,4,20,1.3,40,PM2.5,2019-02-11 11:00:00
张家界市,85,63,80,3,19,1.1,27,PM2.5,2019-02-11 11:00:00
益阳市,113,85,92,2,18,1.2,33,PM2.5,2019-02-11 11:00:00
郴州市,40,17,40,4,14,1.0,24,—,2019-02-11 11:00:00
永州市,46,32,41,4,18,1.1,35,—,2019-02-11 11:00:00
怀化市,52,36,51,3,6,1.1,50,PM2.5,2019-02-11 11:00:00
娄底市,49,34,49,5,12,1.4,35,—,2019-02-11 11:00:00
湘西州,48,33,43,3,8,0.9,36,—,2019-02-11 11:00:00
广州市,10,6,10,4,15,0.7,19,—,2019-02-11 11:00:00
韶关市,13,9,8,6,9,0.7,31,—,2019-02-11 11:00:00
深圳市,13,8,13,5,11,0.7,18,—,2019-02-11 11:00:00
珠海市,20,9,20,4,12,0.9,12,—,2019-02-11 11:00:00
汕头市,33,23,28,8,13,0.6,52,—,2019-02-11 11:00:00
佛山市,16,6,16,2,13,0.9,13,—,2019-02-11 11:00:00
江门市,16,6,16,4,10,0.8,8,—,2019-02-11 11:00:00
湛江市,43,27,43,5,13,0.8,27,—,2019-02-11 11:00:00
茂名市,55,37,60,11,14,1.0,18,PM10,2019-02-11 11:00:00
肇庆市,59,6,68,5,10,0.7,16,PM10,2019-02-11 11:00:00
惠州市,12,8,11,7,7,0.7,16,—,2019-02-11 11:00:00
梅州市,6,4,5,6,6,0.6,18,—,2019-02-11 11:00:00
汕尾市,15,5,15,7,3,0.7,21,—,2019-02-11 11:00:00
河源市,10,3,10,5,11,0.9,20,—,2019-02-11 11:00:00
阳江市,15,10,13,4,8,1.0,14,—,2019-02-11 11:00:00
清远市,9,6,8,6,14,0.9,16,—,2019-02-11 11:00:00
东莞市,10,7,10,6,10,0.6,16,—,2019-02-11 11:00:00
中山市,17,5,17,4,9,0.7,9,—,2019-02-11 11:00:00
潮州市,8,4,7,7,4,0.8,14,—,2019-02-11 11:00:00
揭阳市,28,14,28,6,9,0.9,18,—,2019-02-11 11:00:00
云浮市,9,6,8,10,8,0.8,10,—,2019-02-11 11:00:00
南宁市,12,8,10,7,15,0.8,16,—,2019-02-11 11:00:00
柳州市,15,10,12,12,10,1.0,20,—,2019-02-11 11:00:00
桂林市,15,9,15,6,8,0.9,35,—,2019-02-11 11:00:00
梧州市,15,6,15,7,9,0.9,13,—,2019-02-11 11:00:00
北海市,23,16,15,5,11,1.1,22,—,2019-02-11 11:00:00
防城港市,12,8,11,6,10,1.0,22,—,2019-02-11 11:00:00
钦州市,16,9,16,9,10,1.2,13,—,2019-02-11 11:00:00
贵港市,13,9,12,6,8,0.5,23,—,2019-02-11 11:00:00
玉林市,16,8,16,6,6,1.0,16,—,2019-02-11 11:00:00
百色市,20,8,20,6,10,0.8,23,—,2019-02-11 11:00:00
贺州市,11,6,11,7,5,0.6,24,—,2019-02-11 11:00:00
河池市,10,1,8,6,6,0.6,32,—,2019-02-11 11:00:00
来宾市,27,11,27,6,10,1.0,18,—,2019-02-11 11:00:00
崇左市,22,15,22,3,9,0.8,22,—,2019-02-11 11:00:00
海口市,34,14,34,5,8,0.4,56,—,2019-02-11 11:00:00
三亚市,25,16,25,4,4,0.4,60,—,2019-02-11 11:00:00
重庆市,35,24,31,6,19,1.0,17,—,2019-02-11 11:00:00
成都市,64,46,64,8,23,1.0,41,PM2.5,2019-02-11 11:00:00
自贡市,48,33,42,7,14,0.9,33,—,2019-02-11 11:00:00
攀枝花市,35,24,35,16,38,1.0,52,—,2019-02-11 11:00:00
泸州市,36,25,29,8,21,0.9,29,—,2019-02-11 11:00:00
德阳市,63,45,68,4,22,1.0,37,PM2.5,2019-02-11 11:00:00
绵阳市,52,36,54,4,23,0.7,34,"PM10,PM2.5",2019-02-11 11:00:00
广元市,45,31,45,7,15,1.1,42,—,2019-02-11 11:00:00
遂宁市,40,28,35,10,16,0.8,13,—,2019-02-11 11:00:00
内江市,41,28,41,6,16,1.1,31,—,2019-02-11 11:00:00
乐山市,112,84,109,4,16,1.1,15,PM2.5,2019-02-11 11:00:00
南充市,43,30,38,4,25,1.0,28,—,2019-02-11 11:00:00
眉山市,51,28,51,8,17,1.1,22,PM10,2019-02-11 11:00:00
宜宾市,62,44,54,25,19,1.0,21,PM2.5,2019-02-11 11:00:00
广安市,53,33,55,5,19,1.0,18,PM10,2019-02-11 11:00:00
达州市,44,30,44,6,30,0.7,58,—,2019-02-11 11:00:00
雅安市,25,17,23,7,14,0.7,27,—,2019-02-11 11:00:00
巴中市,58,41,50,5,20,0.9,48,PM2.5,2019-02-11 11:00:00
资阳市,49,31,49,4,18,0.9,26,—,2019-02-11 11:00:00
阿坝州,32,22,32,6,6,0.7,58,—,2019-02-11 11:00:00
甘孜州,35,24,—,21,12,0.2,72,—,2019-02-11 11:00:00
凉山州,28,17,28,22,14,1.1,56,—,2019-02-11 11:00:00
贵阳市,16,8,16,11,13,0.6,29,—,2019-02-11 11:00:00
六盘水市,30,13,30,13,10,1.0,22,—,2019-02-11 11:00:00
遵义市,20,14,14,14,11,0.4,30,—,2019-02-11 11:00:00
安顺市,10,7,8,20,9,0.9,20,—,2019-02-11 11:00:00
铜仁地区,32,22,30,4,10,1.2,46,—,2019-02-11 11:00:00
黔西南州,22,10,22,2,8,0.6,11,—,2019-02-11 11:00:00
毕节市,25,16,25,8,13,1.0,26,—,2019-02-11 11:00:00
黔东南州,16,7,16,8,13,0.8,27,—,2019-02-11 11:00:00
黔南州,8,5,—,5,9,0.3,21,—,2019-02-11 11:00:00
昆明市,41,27,41,16,18,0.8,75,—,2019-02-11 11:00:00
曲靖市,51,32,51,12,10,0.8,67,PM10,2019-02-11 11:00:00
玉溪市,76,40,102,18,31,2.0,50,PM10,2019-02-11 11:00:00
保山市,43,29,43,10,18,0.8,68,—,2019-02-11 11:00:00
昭通市,22,14,22,12,9,1.1,58,—,2019-02-11 11:00:00
丽江市,34,9,34,7,5,0.6,104,—,2019-02-11 11:00:00
普洱市,48,28,48,8,27,0.8,61,—,2019-02-11 11:00:00
临沧市,64,46,60,13,11,1.2,50,PM2.5,2019-02-11 11:00:00
楚雄州,55,32,60,20,14,0.9,77,PM10,2019-02-11 11:00:00
红河州,55,39,49,10,6,0.5,82,PM2.5,2019-02-11 11:00:00
文山州,32,15,32,6,10,0.6,69,—,2019-02-11 11:00:00
西双版纳州,52,36,47,7,20,0.8,32,PM2.5,2019-02-11 11:00:00
大理州,32,18,18,4,6,0.6,100,—,2019-02-11 11:00:00
德宏州,64,46,72,11,26,1.0,29,PM2.5,2019-02-11 11:00:00
怒江州,39,26,39,10,9,1.0,60,—,2019-02-11 11:00:00
迪庆州,46,32,33,6,10,1.0,104,—,2019-02-11 11:00:00
拉萨市,19,10,19,6,13,0.6,58,—,2019-02-11 11:00:00
昌都市,25,17,25,4,5,1.2,58,—,2019-02-11 11:00:00
山南市,25,17,21,4,6,0.8,62,—,2019-02-11 11:00:00
日喀则市,26,18,26,—,1,0.8,51,—,2019-02-11 11:00:00
那曲地区,54,38,52,4,4,0.7,63,PM2.5,2019-02-11 11:00:00
阿里地区,16,11,15,22,20,0.6,47,—,2019-02-11 11:00:00
林芝市,25,4,8,3,5,0.8,79,—,2019-02-11 11:00:00
西安市,221,171,194,14,34,1.6,31,PM2.5,2019-02-11 11:00:00
铜川市,125,95,112,34,39,1.5,53,PM2.5,2019-02-11 11:00:00
宝鸡市,233,183,200,6,25,1.8,45,PM2.5,2019-02-11 11:00:00
咸阳市,206,156,163,8,20,1.4,58,PM2.5,2019-02-11 11:00:00
渭南市,200,150,186,4,18,1.4,56,PM2.5,2019-02-11 11:00:00
延安市,105,79,95,18,46,1.6,23,PM2.5,2019-02-11 11:00:00
汉中市,80,59,72,10,15,1.3,57,PM2.5,2019-02-11 11:00:00
榆林市,82,52,114,20,40,1.1,40,PM10,2019-02-11 11:00:00
安康市,87,64,58,28,16,1.0,42,PM2.5,2019-02-11 11:00:00
商洛市,104,78,92,33,16,1.2,44,PM2.5,2019-02-11 11:00:00
兰州市,86,45,121,50,59,2.1,38,PM10,2019-02-11 11:00:00
嘉峪关市,64,17,78,6,8,0.4,80,PM10,2019-02-11 11:00:00
金昌市,68,17,85,5,5,0.5,80,PM10,2019-02-11 11:00:00
白银市,70,44,90,114,32,1.4,48,PM10,2019-02-11 11:00:00
天水市,72,52,83,26,40,1.9,22,PM2.5,2019-02-11 11:00:00
武威市,67,27,84,7,14,0.7,45,PM10,2019-02-11 11:00:00
张掖市,55,32,59,16,15,0.8,54,PM10,2019-02-11 11:00:00
平凉市,128,97,125,5,23,1.4,46,PM2.5,2019-02-11 11:00:00
酒泉市,78,32,106,18,19,0.7,74,PM10,2019-02-11 11:00:00
庆阳市,79,58,82,14,16,0.9,68,PM2.5,2019-02-11 11:00:00
定西市,59,36,68,14,8,0.8,57,PM10,2019-02-11 11:00:00
陇南市,—,—,—,—,—,—,—,—,2019-02-11 11:00:00
临夏州,74,48,97,22,27,1.8,38,PM10,2019-02-11 11:00:00
甘南州,65,25,80,115,23,0.9,69,PM10,2019-02-11 11:00:00
西宁市,91,61,132,51,51,2.9,32,PM10,2019-02-11 11:00:00
海东地区,95,71,130,36,42,1.5,32,PM2.5,2019-02-11 11:00:00
海北州,51,18,52,17,8,0.8,74,PM10,2019-02-11 11:00:00
黄南州,55,17,60,9,6,0.6,48,PM10,2019-02-11 11:00:00
海南州,93,43,136,11,4,0.7,72,PM10,2019-02-11 11:00:00
果洛州,67,48,62,143,41,1.5,88,PM2.5,2019-02-11 11:00:00
玉树州,76,45,101,49,37,1.0,32,PM10,2019-02-11 11:00:00
海西州,64,12,77,11,8,0.7,71,PM10,2019-02-11 11:00:00
银川市,82,43,114,31,18,1.5,56,PM10,2019-02-11 11:00:00
石嘴山市,78,29,106,10,12,0.6,75,PM10,2019-02-11 11:00:00
吴忠市,77,33,104,16,13,0.6,54,PM10,2019-02-11 11:00:00
固原市,70,50,89,12,14,1.1,68,PM10,2019-02-11 11:00:00
中卫市,84,39,117,34,20,1.0,55,PM10,2019-02-11 11:00:00
乌鲁木齐市,102,76,9,8,57,1.8,30,PM2.5,2019-02-11 11:00:00
克拉玛依市,53,36,55,5,23,0.6,63,PM10,2019-02-11 11:00:00
吐鲁番地区,90,58,129,10,40,1.8,36,PM10,2019-02-11 11:00:00
哈密地区,110,45,170,20,18,2.0,42,PM10,2019-02-11 11:00:00
昌吉州,204,154,192,9,53,1.6,28,PM2.5,2019-02-11 11:00:00
博州,48,27,48,10,44,1.7,27,—,2019-02-11 11:00:00
库尔勒市,170,52,289,6,29,1.0,35,PM10,2019-02-11 11:00:00
阿克苏地区,194,69,338,6,24,1.2,30,PM10,2019-02-11 11:00:00
克州,137,58,224,5,17,2.1,21,PM10,2019-02-11 11:00:00
喀什地区,223,148,366,14,74,4.6,6,PM10,2019-02-11 11:00:00
和田地区,153,67,256,26,62,2.6,12,PM10,2019-02-11 11:00:00
伊犁哈萨克州,49,34,42,17,40,1.0,56,—,2019-02-11 11:00:00
塔城地区,50,35,50,4,10,0.7,64,—,2019-02-11 11:00:00
阿勒泰地区,13,9,10,2,23,1.2,32,—,2019-02-11 11:00:00
石河子市,231,181,196,17,54,1.9,26,PM2.5,2019-02-11 11:00:00
五家渠市,224,174,207,6,30,1.8,41,PM2.5,2019-02-11 11:00:00
北京市,59,42,61,11,23,0.8,50,PM2.5,2019-02-11 12:00:00
天津市,179,135,152,18,24,1.6,54,PM2.5,2019-02-11 12:00:00
石家庄市,123,93,144,34,37,1.9,38,PM2.5,2019-02-11 12:00:00
唐山市,102,76,113,28,26,1.3,56,PM2.5,2019-02-11 12:00:00
秦皇岛市,63,45,75,29,31,1.3,56,"PM10,PM2.5",2019-02-11 12:00:00
邯郸市,172,130,181,18,29,2.3,39,PM2.5,2019-02-11 12:00:00
